Index,Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
600,14265,TechCorp,Search,All Ages,45 days,Email,0.14,15333.00,3.12,Houston,German,832,1328,7,Foodies,1/30/2021
601,14282,NexGen Systems,Email,All Ages,45 days,Instagram,0.1,14430.00,6.17,Chicago,French,168,2100,5,Foodies,2/16/2021
602,14346,DataTech Solutions,Search,All Ages,60 days,YouTube,0.07,19563.00,7.57,Miami,German,386,5824,2,Foodies,4/21/2021
603,14357,NexGen Systems,Social Media,All Ages,60 days,Facebook,0.05,13731.00,2.29,Miami,French,741,6732,2,Foodies,5/2/2021
604,14383,TechCorp,Social Media,All Ages,45 days,Instagram,0.1,19961.00,6.42,Miami,French,747,9975,3,Foodies,5/28/2021
605,14406,TechCorp,Display,All Ages,15 days,YouTube,0.11,16765.00,5.62,Miami,Spanish,400,7846,7,Foodies,6/20/2021
606,14432,Alpha Innovations,Influencer,All Ages,15 days,YouTube,0.11,17169.00,7.93,Miami,Mandarin,426,4107,7,Foodies,7/16/2021
607,14444,DataTech Solutions,Email,All Ages,60 days,Email,0.09,19303.00,7.93,Los Angeles,German,657,4781,8,Foodies,7/28/2021
608,14445,Innovate Industries,Email,All Ages,30 days,Google Ads,0.13,7017.00,4.5,New York,French,831,6504,3,Foodies,7/29/2021
609,14490,DataTech Solutions,Display,All Ages,15 days,Facebook,0.01,8484.00,2.47,Miami,Spanish,597,9510,10,Foodies,9/12/2021
610,14540,TechCorp,Social Media,All Ages,15 days,Email,0.11,14693.00,4.87,Chicago,English,530,7967,1,Foodies,11/1/2021
611,14658,DataTech Solutions,Social Media,All Ages,60 days,Facebook,0.12,14399.00,7.65,New York,French,213,9089,8,Foodies,2/27/2021
612,14698,Innovate Industries,Display,All Ages,30 days,Facebook,0.15,7305.00,6.14,Chicago,French,812,6704,4,Foodies,4/8/2021
613,14713,NexGen Systems,Social Media,All Ages,45 days,Instagram,0.07,14510.00,4.41,Houston,Mandarin,918,7174,7,Foodies,4/23/2021
614,14834,DataTech Solutions,Display,All Ages,45 days,YouTube,0.14,9905.00,7.4,Los Angeles,English,695,9872,2,Foodies,8/22/2021
615,14843,NexGen Systems,Influencer,All Ages,15 days,Website,0.08,9901.00,3.51,Miami,Spanish,132,1251,10,Foodies,8/31/2021
616,14847,DataTech Solutions,Display,All Ages,15 days,Instagram,0.15,8534.00,6.33,New York,German,845,6493,2,Foodies,9/4/2021
617,14850,TechCorp,Email,All Ages,15 days,Website,0.14,6355.00,2.41,Miami,English,376,1516,6,Foodies,9/7/2021
618,14904,Alpha Innovations,Email,All Ages,60 days,Website,0.1,9415.00,6.39,Los Angeles,English,965,8173,2,Foodies,10/31/2021
619,14984,TechCorp,Search,All Ages,30 days,Instagram,0.13,15451.00,2.5,Los Angeles,English,708,4154,8,Foodies,1/19/2021
620,14997,Alpha Innovations,Display,All Ages,15 days,Instagram,0.1,6270.00,4.76,Miami,Mandarin,487,1630,9,Foodies,2/1/2021
621,15015,NexGen Systems,Influencer,All Ages,15 days,Email,0.11,15951.00,4.35,New York,Mandarin,125,4161,2,Foodies,2/19/2021
622,15016,Innovate Industries,Display,All Ages,30 days,Email,0.01,14882.00,7.2,Miami,Mandarin,735,3744,2,Foodies,2/20/2021
623,15018,DataTech Solutions,Social Media,All Ages,15 days,Email,0.06,13466.00,6.76,Houston,English,311,9455,6,Foodies,2/22/2021
624,15021,Alpha Innovations,Social Media,All Ages,45 days,Google Ads,0.1,17584.00,2.76,Chicago,French,394,6645,9,Foodies,2/25/2021
625,15067,DataTech Solutions,Email,All Ages,60 days,YouTube,0.1,5387.00,2.54,Chicago,English,914,1491,6,Foodies,4/12/2021
626,15069,NexGen Systems,Email,All Ages,45 days,Email,0.03,6457.00,2.34,New York,Spanish,542,5938,9,Foodies,4/14/2021
627,15113,NexGen Systems,Influencer,All Ages,60 days,Google Ads,0.1,7344.00,5.56,Miami,Spanish,231,8666,9,Foodies,5/28/2021
628,15138,DataTech Solutions,Social Media,All Ages,60 days,Google Ads,0.07,19308.00,6.31,Houston,Spanish,188,1468,1,Foodies,6/22/2021
629,15152,DataTech Solutions,Email,All Ages,30 days,YouTube,0.14,10413.00,3.02,Houston,Spanish,926,8822,7,Foodies,7/6/2021
630,15162,Alpha Innovations,Email,All Ages,15 days,Google Ads,0.14,18009.00,2.94,New York,German,378,3308,6,Foodies,7/16/2021
631,15163,DataTech Solutions,Influencer,All Ages,45 days,Email,0.02,7456.00,4.18,Chicago,French,849,7233,4,Foodies,7/17/2021
632,15174,Innovate Industries,Display,All Ages,15 days,Facebook,0.01,16668.00,5.01,Los Angeles,Spanish,345,2109,1,Foodies,7/28/2021
633,15221,Alpha Innovations,Social Media,All Ages,15 days,Facebook,0.13,7567.00,5.26,Los Angeles,German,737,8555,1,Foodies,9/13/2021
634,15237,TechCorp,Email,All Ages,45 days,Email,0.08,9080.00,7.99,Los Angeles,Spanish,997,6154,9,Foodies,9/29/2021
635,15274,Innovate Industries,Email,All Ages,45 days,YouTube,0.08,10464.00,7.69,Miami,French,128,7520,2,Foodies,11/5/2021
636,15278,NexGen Systems,Email,All Ages,30 days,Instagram,0.13,18541.00,4.85,Miami,Mandarin,756,4931,3,Foodies,11/9/2021
637,15293,DataTech Solutions,Email,All Ages,45 days,Google Ads,0.09,10109.00,2.98,Houston,Mandarin,524,8392,2,Foodies,11/24/2021
638,15320,Innovate Industries,Email,All Ages,45 days,Website,0.11,9299.00,2.29,Los Angeles,German,554,8268,10,Foodies,12/21/2021
639,15331,NexGen Systems,Email,All Ages,30 days,Instagram,0.11,18391.00,4.91,New York,Mandarin,461,6364,2,Foodies,1/1/2021
640,15333,DataTech Solutions,Search,All Ages,45 days,Website,0.1,17396.00,4.27,Houston,English,234,5261,9,Foodies,1/3/2021
641,15373,NexGen Systems,Email,All Ages,15 days,Email,0.04,17064.00,2.42,Houston,Mandarin,228,9923,5,Foodies,2/12/2021
642,15383,Alpha Innovations,Email,All Ages,30 days,Email,0.1,13152.00,6.69,Houston,Spanish,408,5489,1,Foodies,2/22/2021
643,15418,Innovate Industries,Display,All Ages,30 days,Email,0.07,5485.00,5.89,Los Angeles,French,351,1075,3,Foodies,3/29/2021
644,15439,TechCorp,Search,All Ages,15 days,Email,0.07,16719.00,4.18,Chicago,English,250,7667,3,Foodies,4/19/2021
645,15458,TechCorp,Email,All Ages,60 days,Email,0.07,13728.00,2.26,Houston,French,643,1382,10,Foodies,5/8/2021
646,15491,Alpha Innovations,Display,All Ages,60 days,Website,0.13,9971.00,3.77,New York,German,203,1348,1,Foodies,6/10/2021
647,15524,NexGen Systems,Display,All Ages,30 days,Instagram,0.02,6217.00,2.25,Houston,English,175,2585,7,Foodies,7/13/2021
648,15531,Innovate Industries,Search,All Ages,30 days,Email,0.04,14200.00,5.46,Miami,German,599,2654,10,Foodies,7/20/2021
649,15576,NexGen Systems,Display,All Ages,45 days,Instagram,0.12,13172.00,4.18,Miami,Spanish,284,6654,5,Foodies,9/3/2021
650,15587,TechCorp,Search,All Ages,45 days,Instagram,0.1,16026.00,7.55,New York,German,173,3041,4,Foodies,9/14/2021
651,15618,NexGen Systems,Influencer,All Ages,15 days,Website,0.12,11432.00,2.9,Los Angeles,Mandarin,663,7994,4,Foodies,10/15/2021
652,15634,Alpha Innovations,Search,All Ages,60 days,Website,0.14,5654.00,3.51,Los Angeles,French,892,7400,9,Foodies,10/31/2021
653,15656,Innovate Industries,Influencer,All Ages,30 days,Facebook,0.03,9579.00,2.17,Miami,German,930,7627,6,Foodies,11/22/2021
654,15682,Innovate Industries,Social Media,All Ages,60 days,Facebook,0.02,13579.00,5.72,Miami,Mandarin,119,8514,7,Foodies,12/18/2021
655,15714,TechCorp,Search,All Ages,15 days,Google Ads,0.01,11452.00,6.14,Chicago,Mandarin,676,7451,7,Foodies,1/19/2021
656,15729,Innovate Industries,Display,All Ages,45 days,Google Ads,0.12,9609.00,3.35,New York,Spanish,729,7192,9,Foodies,2/3/2021
657,15774,DataTech Solutions,Display,All Ages,15 days,Facebook,0.08,8503.00,2.49,Los Angeles,Mandarin,931,5915,2,Foodies,3/20/2021
658,15780,TechCorp,Email,All Ages,60 days,Instagram,0.15,9282.00,3.72,Miami,Mandarin,166,3678,10,Foodies,3/26/2021
659,15850,Innovate Industries,Display,All Ages,15 days,Website,0.02,15630.00,3.04,Chicago,Spanish,108,4597,8,Foodies,6/4/2021
660,15900,Innovate Industries,Search,All Ages,45 days,Website,0.04,8662.00,3.6,Miami,English,829,6991,4,Foodies,7/24/2021
661,15916,DataTech Solutions,Influencer,All Ages,60 days,Facebook,0.08,8336.00,7.66,New York,German,287,2272,8,Foodies,8/9/2021
662,15929,Alpha Innovations,Display,All Ages,15 days,Email,0.02,18079.00,5.11,New York,German,245,8996,6,Foodies,8/22/2021
663,15939,TechCorp,Influencer,All Ages,45 days,Email,0.08,8236.00,2.75,New York,German,714,4030,2,Foodies,9/1/2021
664,15947,Innovate Industries,Search,All Ages,15 days,Website,0.08,12875.00,7.88,Los Angeles,Spanish,555,8047,3,Foodies,9/9/2021
665,15985,TechCorp,Search,All Ages,45 days,Instagram,0.04,15905.00,3.42,New York,Spanish,232,2641,2,Foodies,10/17/2021
666,15986,TechCorp,Search,All Ages,45 days,Website,0.08,8399.00,3.78,Chicago,French,899,4971,2,Foodies,10/18/2021
667,16014,TechCorp,Social Media,All Ages,30 days,YouTube,0.06,7253.00,4.16,New York,French,931,8526,1,Foodies,11/15/2021
668,16025,Alpha Innovations,Influencer,All Ages,45 days,Instagram,0.05,10166.00,5.87,New York,Spanish,909,3840,1,Foodies,11/26/2021
669,16107,Alpha Innovations,Social Media,All Ages,15 days,YouTube,0.06,18350.00,5.97,Houston,French,550,5723,6,Foodies,2/16/2021
670,16140,DataTech Solutions,Social Media,All Ages,60 days,Facebook,0.06,13146.00,3.98,Miami,German,964,7817,9,Foodies,3/21/2021
671,16187,Alpha Innovations,Search,All Ages,15 days,Email,0.13,12042.00,2.01,Los Angeles,French,838,1836,7,Foodies,5/7/2021
672,16192,TechCorp,Email,All Ages,60 days,Instagram,0.04,19172.00,5.28,Houston,Mandarin,278,7695,10,Foodies,5/12/2021
673,16220,NexGen Systems,Email,All Ages,45 days,Google Ads,0.14,15122.00,2.85,New York,Mandarin,679,9414,6,Foodies,6/9/2021
674,16245,Innovate Industries,Influencer,All Ages,45 days,Website,0.08,10840.00,5.64,Chicago,French,582,3058,4,Foodies,7/4/2021
675,16250,NexGen Systems,Influencer,All Ages,15 days,Facebook,0.02,11205.00,2.1,Chicago,Mandarin,543,9698,3,Foodies,7/9/2021
676,16301,Alpha Innovations,Social Media,All Ages,30 days,Website,0.05,14316.00,5.33,Los Angeles,French,563,4814,4,Foodies,8/29/2021
677,16309,NexGen Systems,Search,All Ages,45 days,Email,0.1,17261.00,2.68,Houston,Spanish,318,8667,5,Foodies,9/6/2021
678,16330,Alpha Innovations,Email,All Ages,45 days,Facebook,0.1,5434.00,2.06,New York,German,524,1709,3,Foodies,9/27/2021
679,16346,DataTech Solutions,Search,All Ages,15 days,Email,0.02,11575.00,6.79,Houston,Spanish,836,3007,1,Foodies,10/13/2021
680,16370,NexGen Systems,Social Media,All Ages,30 days,Website,0.02,8204.00,7.91,Los Angeles,French,502,4878,10,Foodies,11/6/2021
681,16393,TechCorp,Search,All Ages,15 days,Email,0.09,8779.00,5.21,New York,Spanish,459,2876,3,Foodies,11/29/2021
682,16401,TechCorp,Display,All Ages,60 days,Instagram,0.03,15269.00,6.91,Miami,Spanish,567,4814,3,Foodies,12/7/2021
683,16425,DataTech Solutions,Email,All Ages,60 days,Facebook,0.09,19624.00,2.68,Houston,English,906,1917,4,Foodies,12/31/2021
684,16429,Innovate Industries,Search,All Ages,30 days,Google Ads,0.13,13599.00,2.62,Houston,Spanish,781,1569,6,Foodies,1/4/2021
685,16432,DataTech Solutions,Influencer,All Ages,30 days,Website,0.02,7521.00,5.5,Miami,French,597,2715,4,Foodies,1/7/2021
686,16462,DataTech Solutions,Email,All Ages,30 days,Facebook,0.09,18332.00,4.9,Houston,Spanish,691,3540,6,Foodies,2/6/2021
687,16487,Innovate Industries,Social Media,All Ages,30 days,Instagram,0.02,18553.00,6.64,Miami,German,716,3488,1,Foodies,3/3/2021
688,16505,DataTech Solutions,Social Media,All Ages,60 days,Instagram,0.1,5918.00,7.72,Miami,French,690,5159,4,Foodies,3/21/2021
689,16543,NexGen Systems,Social Media,All Ages,45 days,Email,0.13,6844.00,3.67,New York,Mandarin,208,1311,9,Foodies,4/28/2021
690,16602,Alpha Innovations,Social Media,All Ages,60 days,Instagram,0.02,15450.00,7.95,Los Angeles,German,215,4476,6,Foodies,6/26/2021
691,16616,Alpha Innovations,Influencer,All Ages,30 days,Google Ads,0.13,6929.00,2.49,Chicago,English,619,1009,5,Foodies,7/10/2021
692,16636,NexGen Systems,Influencer,All Ages,15 days,Facebook,0.09,19496.00,6.26,Houston,Spanish,671,8963,5,Foodies,7/30/2021
693,16679,DataTech Solutions,Social Media,All Ages,15 days,YouTube,0.07,19951.00,3.3,Miami,German,956,9881,7,Foodies,9/11/2021
694,16681,Innovate Industries,Search,All Ages,30 days,YouTube,0.13,19441.00,2.17,Chicago,Mandarin,795,3627,3,Foodies,9/13/2021
695,16703,DataTech Solutions,Display,All Ages,45 days,Email,0.03,7987.00,4.83,Los Angeles,German,204,5004,6,Foodies,10/5/2021
696,16704,Alpha Innovations,Email,All Ages,45 days,YouTube,0.03,10894.00,5.71,Los Angeles,German,569,7332,9,Foodies,10/6/2021
697,16706,TechCorp,Influencer,All Ages,60 days,Email,0.13,12755.00,6.96,New York,French,345,2581,10,Foodies,10/8/2021
698,16776,NexGen Systems,Display,All Ages,45 days,YouTube,0.01,8088.00,6.66,New York,French,397,3909,2,Foodies,12/17/2021
699,16780,TechCorp,Display,All Ages,45 days,Instagram,0.04,11325.00,5.4,Chicago,Mandarin,505,3079,3,Foodies,12/21/2021
700,16782,Innovate Industries,Display,All Ages,45 days,Instagram,0.11,11032.00,4.51,New York,Spanish,477,6469,6,Foodies,12/23/2021
701,16788,Innovate Industries,Email,All Ages,45 days,Facebook,0.1,15016.00,6.24,Los Angeles,German,599,4857,3,Foodies,12/29/2021
702,16812,Alpha Innovations,Influencer,All Ages,45 days,Website,0.02,18052.00,4.99,Chicago,Spanish,447,8072,10,Foodies,1/22/2021
703,16824,NexGen Systems,Email,All Ages,30 days,Website,0.09,18362.00,6.09,Miami,Spanish,961,2172,10,Foodies,2/3/2021
704,16826,TechCorp,Email,All Ages,60 days,Email,0.03,11202.00,5.85,New York,Mandarin,912,9356,5,Foodies,2/5/2021
705,16869,TechCorp,Search,All Ages,60 days,Email,0.15,11882.00,7.52,Houston,French,340,9448,3,Foodies,3/20/2021
706,16918,Innovate Industries,Search,All Ages,15 days,Email,0.05,19973.00,4.96,New York,Spanish,244,6175,4,Foodies,5/8/2021
707,16956,Alpha Innovations,Search,All Ages,15 days,Website,0.14,5243.00,2.29,Houston,German,408,1016,2,Foodies,6/15/2021
708,16960,TechCorp,Influencer,All Ages,45 days,Email,0.09,9003.00,5.99,Miami,German,880,2220,5,Foodies,6/19/2021
709,17020,Alpha Innovations,Search,All Ages,60 days,Facebook,0.11,5819.00,7.91,Los Angeles,German,585,4864,3,Foodies,8/18/2021
710,17024,TechCorp,Influencer,All Ages,60 days,Instagram,0.11,10317.00,5.24,Chicago,Mandarin,370,4193,3,Foodies,8/22/2021
711,17054,Innovate Industries,Email,All Ages,15 days,Facebook,0.04,7554.00,3.2,Miami,Spanish,408,9686,9,Foodies,9/21/2021
712,17125,DataTech Solutions,Social Media,All Ages,45 days,YouTube,0.07,11317.00,6.87,Los Angeles,Mandarin,698,9918,2,Foodies,12/1/2021
713,17173,Innovate Industries,Email,All Ages,60 days,Email,0.04,8805.00,7.84,New York,English,774,5597,9,Foodies,1/18/2021
714,17188,Innovate Industries,Display,All Ages,60 days,Google Ads,0.1,5374.00,4.27,Chicago,Spanish,725,1805,8,Foodies,2/2/2021
715,17232,DataTech Solutions,Social Media,All Ages,30 days,Website,0.02,8558.00,6.27,Miami,French,122,6129,8,Foodies,3/18/2021
716,17233,TechCorp,Influencer,All Ages,60 days,Google Ads,0.05,16020.00,7.61,Miami,French,487,1294,4,Foodies,3/19/2021
717,17245,Alpha Innovations,Social Media,All Ages,45 days,Email,0.04,19182.00,6.19,Houston,English,338,6733,1,Foodies,3/31/2021
718,17262,Innovate Industries,Display,All Ages,30 days,Facebook,0.04,12178.00,6.77,Los Angeles,French,512,3773,8,Foodies,4/17/2021
719,17267,NexGen Systems,Search,All Ages,30 days,Instagram,0.03,8406.00,6.12,Miami,German,837,9086,10,Foodies,4/22/2021
720,17295,NexGen Systems,Display,All Ages,45 days,YouTube,0.05,19965.00,7.47,Houston,French,396,5416,4,Foodies,5/20/2021
721,17299,TechCorp,Email,All Ages,15 days,Website,0.03,18424.00,3.26,New York,Mandarin,821,7309,6,Foodies,5/24/2021
722,17319,Innovate Industries,Email,All Ages,60 days,Google Ads,0.03,8988.00,2.21,Houston,Spanish,296,5162,10,Foodies,6/13/2021
723,17380,Alpha Innovations,Email,All Ages,30 days,Facebook,0.13,7581.00,5.94,Houston,Mandarin,912,2511,4,Foodies,8/13/2021
724,17418,DataTech Solutions,Search,All Ages,45 days,Google Ads,0.15,6586.00,5.36,Los Angeles,French,886,3286,7,Foodies,9/20/2021
725,17443,DataTech Solutions,Search,All Ages,30 days,Email,0.06,18425.00,7.9,Houston,Spanish,859,1000,9,Foodies,10/15/2021
726,17471,NexGen Systems,Social Media,All Ages,60 days,Google Ads,0.09,19905.00,7.12,Los Angeles,French,701,9086,5,Foodies,11/12/2021
727,17478,Alpha Innovations,Email,All Ages,45 days,Email,0.03,12813.00,3.43,Miami,Mandarin,982,9472,5,Foodies,11/19/2021
728,17528,TechCorp,Influencer,All Ages,45 days,YouTube,0.07,13695.00,3.25,Chicago,Spanish,888,6450,10,Foodies,1/8/2021
729,17555,TechCorp,Influencer,All Ages,60 days,Facebook,0.11,18499.00,2.42,Miami,Mandarin,119,2793,9,Foodies,2/4/2021
730,17655,TechCorp,Search,All Ages,30 days,Google Ads,0.12,13125.00,4.45,Houston,Mandarin,487,5636,7,Foodies,5/15/2021
731,17668,Alpha Innovations,Social Media,All Ages,45 days,Website,0.06,19596.00,6.32,Houston,French,372,4706,3,Foodies,5/28/2021
732,17671,NexGen Systems,Email,All Ages,60 days,Email,0.09,9973.00,2.71,New York,Mandarin,737,8620,7,Foodies,5/31/2021
733,17714,NexGen Systems,Influencer,All Ages,45 days,Facebook,0.09,18360.00,5.41,Los Angeles,German,188,3563,10,Foodies,7/13/2021
734,17741,TechCorp,Email,All Ages,15 days,Instagram,0.06,18396.00,2.58,Chicago,Spanish,883,6845,7,Foodies,8/9/2021
735,17757,Innovate Industries,Influencer,All Ages,30 days,Website,0.03,16132.00,3.63,Houston,Spanish,393,9917,7,Foodies,8/25/2021
736,17758,NexGen Systems,Email,All Ages,45 days,Website,0.09,16539.00,4.6,New York,Spanish,508,3000,4,Foodies,8/26/2021
737,17801,DataTech Solutions,Social Media,All Ages,45 days,Website,0.03,15768.00,5.47,Los Angeles,Mandarin,246,7888,2,Foodies,10/8/2021
738,17806,Innovate Industries,Email,All Ages,60 days,Website,0.15,17093.00,6.53,New York,Spanish,870,6668,9,Foodies,10/13/2021
739,17832,TechCorp,Social Media,All Ages,45 days,Facebook,0.07,11510.00,7.99,Chicago,English,484,4320,5,Foodies,11/8/2021
740,17853,Innovate Industries,Search,All Ages,30 days,Website,0.14,5014.00,4.9,New York,Spanish,605,5802,6,Foodies,11/29/2021
741,17915,NexGen Systems,Search,All Ages,60 days,Facebook,0.08,7153.00,2.84,Chicago,Mandarin,859,8001,6,Foodies,1/30/2021
742,17969,TechCorp,Social Media,All Ages,60 days,Email,0.12,10080.00,6.11,Miami,French,517,6159,5,Foodies,3/25/2021
743,17979,DataTech Solutions,Social Media,All Ages,15 days,Instagram,0.01,18953.00,4.18,Miami,Spanish,355,5455,9,Foodies,4/4/2021
744,17982,Innovate Industries,Display,All Ages,30 days,Instagram,0.06,12402.00,4.09,Los Angeles,Mandarin,258,4927,10,Foodies,4/7/2021
745,17994,DataTech Solutions,Search,All Ages,45 days,YouTube,0.07,7642.00,5.3,Los Angeles,French,252,5601,9,Foodies,4/19/2021
746,18031,Alpha Innovations,Influencer,All Ages,60 days,Website,0.09,19419.00,4.63,Los Angeles,French,772,1942,2,Foodies,5/26/2021
747,18042,Innovate Industries,Search,All Ages,15 days,Email,0.07,6353.00,4.13,Houston,French,841,7739,3,Foodies,6/6/2021
748,18043,Innovate Industries,Social Media,All Ages,15 days,Email,0.14,8887.00,2.06,New York,Mandarin,511,8817,9,Foodies,6/7/2021
749,18056,TechCorp,Email,All Ages,30 days,Website,0.02,8404.00,6.12,New York,French,811,5748,6,Foodies,6/20/2021
750,18098,DataTech Solutions,Influencer,All Ages,15 days,Email,0.14,12747.00,5.34,Houston,German,435,3930,1,Foodies,8/1/2021
751,18121,Alpha Innovations,Social Media,All Ages,30 days,Facebook,0.07,15635.00,5.02,New York,German,453,3383,1,Foodies,8/24/2021
752,18122,Alpha Innovations,Social Media,All Ages,60 days,Website,0.05,5113.00,6.2,Chicago,English,421,7266,9,Foodies,8/25/2021
753,18134,TechCorp,Social Media,All Ages,15 days,YouTube,0.1,19468.00,3.85,New York,English,915,6211,5,Foodies,9/6/2021
754,18142,DataTech Solutions,Influencer,All Ages,45 days,Website,0.13,18481.00,7.06,Miami,Mandarin,839,5980,7,Foodies,9/14/2021
755,18223,Innovate Industries,Influencer,All Ages,15 days,YouTube,0.1,17786.00,5.32,New York,English,325,8108,4,Foodies,12/4/2021
756,18285,Innovate Industries,Influencer,All Ages,60 days,YouTube,0.02,6153.00,4.25,Houston,English,458,4062,9,Foodies,2/4/2021
757,18359,NexGen Systems,Social Media,All Ages,60 days,YouTube,0.02,14133.00,7.89,Los Angeles,Mandarin,105,7979,10,Foodies,4/19/2021
758,18376,TechCorp,Social Media,All Ages,45 days,YouTube,0.01,13466.00,5.8,Miami,Mandarin,970,1422,4,Foodies,5/6/2021
759,18386,DataTech Solutions,Search,All Ages,15 days,Instagram,0.09,5432.00,5.8,Houston,French,373,9271,4,Foodies,5/16/2021
760,18433,Alpha Innovations,Influencer,All Ages,30 days,YouTube,0.1,19788.00,6.23,Chicago,German,353,6639,5,Foodies,7/2/2021
